iter	RMSE
925	38.94441175
926	38.94433726
927	38.94426423
928	38.94417098
929	38.94408876
930	38.94400425
931	38.94395456
932	38.94387391
933	38.94375753
934	38.94370458
935	38.94360538
936	38.94349404
937	38.94342513
938	38.94337275
939	38.94328154
940	38.94320484
941	38.94309898
942	38.94300995
943	38.94291573
944	38.94286992
945	38.9427426
946	38.94266511
947	38.94257562
948	38.94247916
949	38.94238807
950	38.94230506
951	38.94223555
952	38.94215748
953	38.94209987
954	38.94203012
955	38.94198548
956	38.94189587
957	38.94183095
958	38.9417323
959	38.94165726
960	38.94155071
961	38.94146177
962	38.94139916
963	38.94129553
964	38.9412054
965	38.94114929
966	38.94109979
967	38.94099415
968	38.94090957
969	38.94082357
970	38.94073947
971	38.94061936
972	38.9405154
973	38.94040611
974	38.94032563
975	38.94031964
976	38.94025393
977	38.94014959
978	38.94007269
979	38.93994768
980	38.93989552
981	38.93978914
982	38.9396999
983	38.93962108
984	38.93955493
985	38.9394398
986	38.93937676
987	38.93927402
988	38.93919289
989	38.93911927
990	38.93905582
991	38.93899396
992	38.93891422
993	38.93881401
994	38.9387379
995	38.93862463
996	38.93856891
997	38.93848386
998	38.93839194
999	38.93829394
